datum;dagsrapport
2024-05-23;En intensiv dag med många olika arrangemang. Novo Nordisk hade bokat en heldag för möte i kaféet, Auditoriet och Hornsbergssalen för 70 pers. Holkens Förskola kom 23 pers till lekplatsen. Backaskolan kom för att besöka HC Andersen med 38 barn och 5 vuxna. 1 elev och 1 lärare kom från Rönnowska skolans hantverksprogram/finsnickeri GY3 för att besöka bla Berlinska huset. SFI Svedala kom 18 pers för visning med Ola. Förskolan Valen Valle kom 9 barn och 3 vuxna för lekutställnigen.  6 pers från Östervångsskolan kom i två omgångar på besök för att gå själva, 6 pers + 8 pers. Gärds Köpingesklan från Vä Skepparslövs pastorat åk 3 kom 28 pers för visning med Ola. Spyken GY3 kom 22 pers för att själva besöka 2 2 0-tal. Körkortsuppdatering med Yvonne 5 pers. Konstföreningen Athena fick En Annan Värld visning av Monika för 9 pers. Yvonne och Olle visade museet för 25 pers + 27 pers från EOS Care. Gustav Olsson hade specialvisnig för Brösarpkollegiet, 7 pers. Kvällens sista evenemang var Nordstedska seminariet som handlade om Kreativiteten på Sankt Lars men Thomas Millroth, 75 pers deltog.  
2024-05-22;Idag har Kristina haft en skolvisning med tema "Prinsessan på ärten" med Klostergårdsskolan åk 2, de var 20 barn och 3 lärare. Gunnesboskolan hade bokat lekutställningen, 15 barn och 2 lärare. Från Komvux kom en grupp på 20 personer som gick runt på egen hand. Från Hjärups skolan åk 3 kom en stor grupp på 51 personer, även de besökte museet på egen hand. Ola hade en introduktion till friluftsmuseet för Fjälkinge församling, 17 personer. En förskola som inte hade bokat gick till lekplatsen, 10 barn och 3 lärare. Östervångsskolan åk 1-2 besökte lekutställningen, de var 7 personer. Anna hade en visning av Herrehusets keramik, till visningen kom en medlem,
2024-05-21;Idag hade vi Fågelskolan på besök, de var 33 st. som lekte i H. C. Andersen-utställningen. Svalövs Montessoriskola hade delat upp sig i två grupper och hade en "Ung förr.."- visning med Olle och Kristina, de var 44 st. Montessori Bjerred hade bjudit in en skola från Tjeckien, de besökte oss i mindre grupper och var totalt 42 st. Robin hade en grupp från Projektet Hela dig, ABF, de höll till i Smedjan och var 6 st. Katedralskolan fick en visning med Mattias i  2 tjugotal-utställningen, de var 22 st. Ola hade en visning i Metropolis för en klass från Solängskolan i Örkelljunga, de var 27 st. Olle och Kristina hade en grupp tredje klassare var för en visning i friluftsmuseet, grupperna tillhörde Vä Skepparlövs pastorat och var totalt 50 st. som kom hit. Gymnaisekolan Spyken gick själva till vår utställning "Uppklädd.." och var 24 pers. Monika hade en visning i friluftsmuseet för en kör från München, Tyskland, de var totalt 28 st.. Ett LSS Boende kom och besökte vår utställning "En annan värld", de var 15 st.. Under eftermiddag och kvällen var det fortsatt teaterrep. i parken och en kurs i svartsmide i Smedjan för 6 pers. Fortsatt bra försäljning i butik och i inträde. 
2024-05-20;Idag var det rätt gott om besökare och försäljning i butiken för att vara en måndag (kan bero på att det var Annandag Pingst). Monika hade en visning för en grupp amerikanska lärare och studenter via CIEE Denmark, de var 15 st.
2024-05-19;Ola hade en visning på engelska av Friluftsmuseet för x personer. Jessica skulle ha en visning av Metropolis men det fanns inget intresse. Det har även  varit Teaterrep i Bosebo kyrka.49 elever från Polen (Erasmus, EU Mobility) besökte oss för att gå runt på egen hand, de hade ett utbyta av elever. Positiv feedback om vår butik, besökare skulle gärna se en webbutik i framtiden.
2024-05-18;Ola visade 2 tjugo tal för 12 personer. Ola hade även en bokad visning av 2 Tjugotal och Friluftsmuseet för en Damkör från Malmö, de var 26 personer. Jessica skulle ha en visning av Friluftsmuseet men det fanns inget intresse för den idag tyvärr. Drop-in pyssel i verkstan med 4 barn och 5 vuxna.
2024-05-17;Idag hade vi en förskoleklass från Östra Torns Montessoriförskola som besökte lekutställningen, lekplatsen och fika i Arkitekternas hus, de var 20 st. Under eftermiddagen hade Ola en visning i friluftsmuseet för 17 st. franska gymnasiestudenter från Nevers, de har ett utbyte med Polhemsskolan i Lund.
2024-05-16;Delfinskolan besökte HC Andersens sago värld och åt medhavd fika i parken med 20 elever. Lönnebergaskolan besökt Lekplatsen och Lekutställningen med 19 personer. Västra Skepparlövs pastorat gick en visning av "Människorna i husen" med Olle och Yvonne de var 50 personer. Influencern Nellie Andersson gick runt på egen hand med familj, de var 4 personer. Virum Gymnasium besökte för en visning av Friluftsmuseet med Olle, de var 29 personer. Regionarkivet gick en visning med Mats, de var 9 personer. Trivector var här och fick en visning med Ola, de var 6 personer. Styrelsemöte i NordenstedtskaEOS Care gick en visning med Emma och Olle, de gick i bland annat i Thomanderska gården och Bosebo Kyrka, de var 16 barn och 18 vuxna, de avslutade med fika i verkstan. Jessica höll en visning av Metropolis för 2 personer. Examenskonsert i Auditoriet, det kom 75 personer.
2024-05-15;Kristina hade en visning i skolträdgården med tema "Prinsessan på ärten - en hyllning till ärtan" med Klostergårdsskolan, de var 17 barn och 3 lärare. Även Mårtenskolan hade samma visning med Kristina, de var 24 barn och 4 lärare. Mattias visade 2 tjugotal för en klass från Hjärupslundsskolan, de var 18 barn och 1 lärare. En klass från Frankrike hade bokat en allmän visning som Olle höll i, 18 barn och 2 lärare. Socialhögskolan hade bokat auditoriet för en teater föreställning som Lunds Fontänhus höll i, de hade bokat för 100 personer. Mattias hade också en visning av "Det är långsamt att vara här", tyvärr uteblev besökarna.
2024-05-14;Strålande solig dag som började med besök av Kvarnby Folkhögskola som kom 17 pers för visning med Olle. Pusselbitensskolan kom 33 pers för att gå själva på museet. Lunds Universitets Institution för processteknik kom 50 st internationella doktorander för visning med Ola uppdelad i två grupper. Monica höll i en visning på engelska för 30 pers från Kåra Berglunds föreläsningsfond. Kvällen avslutades med smideskurs i smedjan för 6 pers.
2024-05-13;Idag var det en solig och varm dag med Personal Info. Två stycken från Lunds Fontänhus fick en genomgång med Ivan om tekniken i Auditoriet. 
2024-05-12;En lite lugnare dag. På programmet var två visningar. Först ut var den "Thomanderska" gården som 3 personer kom på. Sedan hade vi en visning av "Människorna i husen" där tyvärr ingen kom. 
2024-05-11;Lite lugnare idag, färre från Eurovision/Malmö än igår. Emma gav introduktion till En Annan Värld för 5 pers. Till Jessicas introduktion av museet kom det 1 pers. Drop in pysslet med Emma i Verkstaden, 10 barn, 12 vuxna.  
2024-05-10;Inga programpunkter idag. Mycket turister som man märker att de kommit från Malmö/ Eurovision.
2024-05-09;Monika visar Friluftsmuseet och lekutställningen för en grupp förskolelärare från Tyskland, de var 18 personer. Cezary Urban besökte oss för en visning av Friluftsmuseet med Monika, de var 31 personer. Jessica hade en visning på engelska av Friluftsmuseet för 3 personer.
2024-05-08;Vi har haft många turister som är i Sverige för eurovision som då även passar på att åka till Lund för ett besök hos oss - kul! Röinge förskola från Hässleholm besökte lekutställningen, de var 10 barn och 4 lärare. Från LTH kom 11 studenter från arkitektskolan som gick runt på egen hand. Jessica hade en visning i Metropolis för en grupp pensionärer. Vi hade också onsdagsvisning med tema 2 tjugotal som endast 1 besökare deltog på. Kurs i smedjan, 6 personer.
2024-05-07;En varm och solig dag. Från Korsbacka skolan åk 7-9 kom en grupp på 6 personer, de gick runt på egen hand. Annika hade visningen "Ung förr", de var 27 pers. Norlandia förskolan "Synonymen" besökte lekutställningen, 15 pers. Institutionen för arkeologi och antikens historia gick på egen hand, 27 pers. En klass från Drottnings Blankas skola besökte "Att överleva", 8 pers. Ola hade en visning av "2 tjugotal" för Lunds Allhelgonaförsamling, 18 pers. Från Kunskapscentrum Markaryd kom 23 pers, kollade på H. C A sagovärld. Örkelljunga åk 3, 12 pers gick runt på egen hand. 
2024-05-06;Idag har vi haft besök av Tomegården och Blommans förskola som kom för att leka på lekplatsen, men pga. tjära som ännu inte torkat var lekplatsen stängd. De gick istället runt i parken eller till lekutställningen, de var 28+18 personer, Realgymnasiet i Lund gick på egen hand i "2 tjugotal och tidens rum", de var 18 personer. Övrigt har det varit en lugn måndag..
2024-05-05;Jessica höll en introduktion till Friluftsmuseet för 2 personer. Skattjaktskalas. Hedda är ansvarig, det kom 10 personer. Ola skulle berätta om Borgarhuset men inget intresse för visningen idag tyvärr.
2024-05-04;I Arkitekternas hus var det 11-års kalas med skattjakt! Ola höll i visning av "2 Tjugotal" för 10 pers. Jessica visade Metropolis för 7 pers. Hanna höll i dagens pyssel där de gjorde kottdjur, 3 barn och 5 vuxna deltog. Under dagen höll även Societas Ad Sciendum ett privat arrangemang i auditoriet där 130 pers var med.
2024-05-03;Idag hade vi en grupp på 40 pers. som hade bokat en introduktion i Allmogehallen med Yvonne och en visning i En annan värld med Mattias. Det var väldigt uppskattat!Gustav hade en visning i friluftsmuseet med en grupp från Råbylunds Företagarförening. Institutionen för Kulturvetenskaper gick själva runt på hela museet, de var en grupp om 24 st. Mattias hade en till visning i En annan värld med en klass från Fridhems folkhögskola, Grafisk designlinjen, de var 13 st. Under kvällen hade Robin en kurs i Smedjan.
2024-05-02;Tomegårdens Montessoriförskola besökte H. C. Andersens sagovärld  med 22 personer. Drottning Blankas Gymnasieskolas Hantverksprogram besökte "Bröllop!" med 21 personer. Montessoriförskolan Trappan besökte oss för att leka i H. C. Andersens sagovärld, de äter även medhavd mat i Arkitekternas hus, de var 24 personer. Specialvisnig med Monika, Tyska utbytesstudenter från Spyken, de var 27 elever och 4 lärare personer. Hotell och Restaurangskolan i Valby besökte oss för att gå runt på egen hand, de var 9 personer. Svartsmide vid 2 tillfällen med totalt 12 personer. Svenska Kyrka Malmö besökte oss för en visning med Mats, de va 7 personer. EOS Care besökte för en visning med Emma, de var 25 personer. EOS Care besökte för en visning med Yvonne, de var 25 personer, varav 15 barn. Nordenstedtska seminariet i Auditoriet, "Om prästerna och deras roll med Gunnar Wetterberg" det kom ca 130 personer.
2024-05-01;Första maj bjöd på strålande solsken. Och Lunds studentsångare sjöng in våren på restaurangen som många uppskattade. Vi hade besök av en tysk skolklass som gick runt på egen hand, 10 personer. Ola hade en visning av arbetarbostaden men där uteblev tyvärr besökarna.
2024-04-30;Glad valborg! En vacker dag där det kom en god mängd besökare. Vi hade inte mycket program inbokat, men en gymnasieklass från Katedralskolan kom förbi för att se "Att överleva - …", de var 32 st. 
2024-04-28;Sol och värme var denna söndag full av. På programmet var en visning med Ola i friluftsmuseet, tyvärr kom ingen till den. Vi hade ett barnkalas med skattjakt med 22 barn och 2 vuxna, de var väldig nöjda. I Auditoriet var det var ett föredrag med Filip Johansson om budgetträdgårdar, till det kom 25 st. Emma hade en visning av "En annan värld" och den var populär där 8 vuxna och 4 barn kom.
2024-04-27;En vacker dag med flera besökare på Kulturens område. Under dagen hade Hanna ett Skattjaktskalas med 12 barn och 2 medföljande vuxna. Föräldrarna var väldigt nöjda med upplägget. Visning av Metropolis och Vapenutställning var på programmet idag, tyvärr ingen som nappade för att följa med. Ola hade dock en spontan visning med en grupp på 5 pers. i 2 Tjugotal. Emma hade ett pyssel i verkstaden, till det kom 17 barn och 12 vuxna. I Smedjan hade Robin en kurs för 6 pers. Även idag hade vi en grupp ERASMUS studenter som gick i museet, de var totalt 24 st. Vi fick god feedback från nöjda besökare om 2 Tjugotal utställningen och H. C. Andersen utställningen. En trevlig lördag :)
2024-04-26;Idag hade vi två klasser (Åk1 och Fsk) från Vikingaskolan som lekte i H. C Andersen och lekplatsen, den första var 25 st., den andra klassen var 22 st. Gymnasieskolan Vipan hade en visning med Anna S. i 2 Tjugotal, de var 19 st. Ola hade en privat visning för en grupp på 6 vuxna och 1 barn, de gick runt i friluftsmuseet. 26 elever från Polen kom via Erasmus, de gick själva i museet. Minibladet med 6 unga och 2 ledare, var här från Rosengård Malmö, och intervjuade Gustav. Under kvällen var det en kurs i Smedjan med Robin, de var 6 st.
2024-04-25;Vikingaskolan besökte Lekutställnigen med 26 personer. Studentkårens förskola besökte lekplatsen med 25 personer. Al-Salamah språk förskola från Malmö besökte föra att gå runt en stund på egen hand, de var 19 personer. Svartsmide vid 2 tillfällen under dagen med totalt 12 personer. Lunds Universitet-Naturvetenskapliga fakulteten hade möte i Hornsbergssalen, de var x personer. Visning med Emma, Människorna i husen, det kom 2 personer.
2024-04-24;På förmiddagen hade vi besök av Tomegårdens Montessoriförskola som gick till lekplatsen, de var 9 personer. Kristina hade en visning av "Fokus Sápmi" för Österänggymnasiet, 23 elever och 3 lärare. Mårtenskolan gick till lekutställningen, 18 barn och 3 lärare. Från Institutionen för Kulturvetenskaper kom 20 personer som gick runt på egen hand. Charlotte hade en visning av "Uppklädd", till den kom 8 personer. Under kvällen hade Institutionen för processteknik visningen "Finn fem fel" med Ola, de hade bokat för 23 personer. Vuxenskolan hade även kurs i svartsmide, 6 personer.
2024-04-23;Strålande dag med Vikingskolan först ut som kom 25 pers för att leka i HC Andersen-utställningen. Yvonne höll i körkortsuppdatering för 10 pers och en på eftermiddagen för 23 pers. Vipan kom 22 pers för att få 2 20-tal visning av Anna Sanfridsson. Gamla Lund hade årsmöte i auditoriet för 37 pers.   
